Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m,P004.df,P004.f,P004.ip_a,P004.ip_m,P004.vp_a,P004.vp_m,P005.df,P005.f,P005.ip_a,P005.ip_m,P005.vp_a,P005.vp_m,P006.df,P006.f,P006.ip_a,P006.ip_m,P006.vp_a,P006.vp_m,P007.df,P007.f,P007.ip_a,P007.ip_m,P007.vp_a,P007.vp_m,P008.df,P008.f,P008.ip_a,P008.ip_m,P008.vp_a,P008.vp_m,P009.df,P009.f,P009.ip_a,P009.ip_m,P009.vp_a,P009.vp_m,P010.df,P010.f,P010.ip_a,P010.ip_m,P010.vp_a,P010.vp_m,P011.df,P011.f,P011.ip_a,P011.ip_m,P011.vp_a,P011.vp_m,P012.df,P012.f,P012.ip_a,P012.ip_m,P012.vp_a,P012.vp_m,P013.df,P013.f,P013.ip_a,P013.ip_m,P013.vp_a,P013.vp_m
310.633,-0.02,59.976,155.5837,3.2142654105016,-30.06701,1.060712,-0.04,59.976,-22.47368,6.87913423089708,-22.22205,1.0681328,-0.01,59.976,-38.19859,1.91281369202459,-29.89444,1.061523,-0.03,59.976,-20.66615,4.02785124403608,-27.25293,1.0624982,-0.02,59.976,132.9741,2.32372455958683,-29.29396,1.0598886,-0.01,59.976,-27.38571,6.47695896158282,-29.43127,1.060388,-0.03,59.976,-7.998734,2.02836746165155,-28.64395,1.0626236,5.877472e-39,59.974,-148.3557,5.66808621150081,18.52401,1.00870666666667,-0.01,59.976,-37.47481,1.55016295611365,-33.38623,1.0521554,5.877472e-39,59.974,17.52579,15.2600170471321,18.28267,1.00788091503268,-0.01,59.976,145.9863,7.3720343215118,-29.98859,1.061231,-0.02,59.976,140.6384,4.51913013509492,-28.12016,1.0544052,-0.03,59.976,151.4095,3.99712552873521,-28.78584,1.0637682
310.667,5.877472e-39,59.975,155.1462,3.21046875513141,-30.35954,1.0608704,5.877472e-39,59.975,-22.83434,6.88099445346441,-22.51169,1.0685852,5.877472e-39,59.975,-38.72366,1.91186366215664,-30.18863,1.0617252,5.877472e-39,59.975,-21.03625,4.03051860227974,-27.5425,1.0628298,5.877472e-39,59.976,132.514,2.33087879544749,-29.58228,1.0601036,5.877472e-39,59.975,-27.69815,6.4807980521978,-29.72452,1.0606406,5.877472e-39,59.975,-8.439255,2.02651330126205,-28.93037,1.0628726,5.877472e-39,59.974,-148.7052,5.65959549059601,18.20888,1.00877150326797,5.877472e-39,59.976,-38.00887,1.55623119611796,-33.68018,1.052319,5.877472e-39,59.974,17.22211,15.2536569565667,17.96927,1.0080385620915,5.877472e-39,59.976,145.7157,7.36750414262461,-30.28099,1.0613824,5.877472e-39,59.976,140.1693,4.52312511028257,-28.40895,1.0546058,5.877472e-39,59.975,151.0274,3.99827647649684,-29.07701,1.064054
310.7,0.01,59.976,154.9515,3.21636812018199,-30.64833,1.0609366,0.01,59.976,-23.10236,6.87757278709406,-22.79944,1.0685682,0.02,59.976,-38.93864,1.9150350471853,-30.47719,1.0617752,0.02,59.976,-21.33199,4.03277373243119,-27.83026,1.0628814,5.877472e-39,59.976,132.2185,2.33392287474179,-29.87317,1.0601566,0.01,59.976,-28.02583,6.4771832621624,-30.0134,1.0606474,0.01,59.976,-8.684235,2.03343284423828,-29.21925,1.062959,5.877472e-39,59.974,-148.8713,5.65110344467235,17.88802,1.00870666666667,0.01,59.976,-38.08513,1.56137885111806,-33.96907,1.052324,5.877472e-39,59.974,16.95238,15.2450310837374,17.64903,1.00789973856209,0.01,59.976,145.4448,7.36313764253873,-30.56779,1.0613808,0.01,59.976,139.9471,4.5226280117008,-28.69691,1.0546794,0.02,59.976,150.7638,4.00020165096945,-29.36365,1.0640948
310.733,5.877472e-39,59.976,154.5951,3.21599053310594,-30.93997,1.060842,-0.01,59.976,-23.42577,6.88321407657431,-23.08794,1.0684818,5.877472e-39,59.976,-39.308,1.91626480325867,-30.76534,1.0616982,5.877472e-39,59.976,-21.65996,4.03803656880999,-28.1172,1.0628064,5.877472e-39,59.976,131.9237,2.33702844183976,-30.16356,1.060083,5.877472e-39,59.976,-28.29611,6.48433143584524,-30.30365,1.060587,5.877472e-39,59.976,-8.904144,2.03258500536798,-29.50882,1.062824,-0.01,59.973,-149.1177,5.63412067784388,17.56143,1.00864196078431,5.877472e-39,59.976,-38.27432,1.55931597860624,-34.25972,1.052264,-0.01,59.973,16.61466,15.2362329584553,17.32329,1.00788013071895,-0.01,59.976,145.1161,7.36160217949782,-30.86111,1.0613388,-0.01,59.976,139.6349,4.525556043591,-28.98933,1.0546494,5.877472e-39,59.976,150.4736,4.00540040146837,-29.65293,1.0639736
310.767,-0.01,59.975,154.4576,3.21741687694597,-31.23671,1.0608022,-0.01,59.976,-23.65675,6.88341326241718,-23.38614,1.0682026,-0.01,59.976,-39.308,1.91626480325867,-31.06183,1.0616414,-0.02,59.976,-21.85754,4.03178126731845,-28.41687,1.0626136,-0.01,59.976,131.8184,2.33045530902504,-30.46046,1.0599688,-0.01,59.976,-28.53085,6.47452369814738,-30.60042,1.060486,-0.01,59.976,-9.124222,2.031765745336,-29.80675,1.0627066,-0.02,59.973,-149.3297,5.62138327146781,17.24058,1.00864196078431,-0.01,59.975,-38.46402,1.5572695605771,-34.55539,1.0522636,-0.02,59.973,16.31069,15.2251558007205,16.99503,1.00784588235294,-0.01,59.975,144.8264,7.36263794588074,-31.15771,1.0612914,-0.01,59.976,139.5024,4.52183819653255,-29.28629,1.054517,-0.01,59.976,150.2641,4.00111097764343,-29.95053,1.0638698
310.8,5.877472e-39,59.975,154.0193,3.21410259772569,-31.53195,1.0608842,5.877472e-39,59.975,-23.98961,6.88167688148259,-23.6879,1.0685046,5.877472e-39,59.975,-39.83252,1.915654255349,-31.35686,1.061707,5.877472e-39,59.975,-22.16194,4.02914248791312,-28.71481,1.062793,5.877472e-39,59.975,131.2564,2.3314529702902,-30.75456,1.0600706,5.877472e-39,59.975,-28.84265,6.47906859946644,-30.89618,1.0606614,5.877472e-39,59.975,-9.443955,2.02668823839361,-30.10384,1.062866,-0.02,59.973,-149.7422,5.62138327146781,16.90826,1.00864196078431,5.877472e-39,59.975,-38.96249,1.54605366557269,-34.84766,1.0523206,-0.02,59.973,15.9714,15.2293693607201,16.66945,1.00780013071895,5.877472e-39,59.975,144.5548,7.35881357769763,-31.45284,1.061366,5.877472e-39,59.975,139.0577,4.52132031334109,-29.58252,1.0546614,5.877472e-39,59.975,149.8633,3.99774213882271,-30.24728,1.064043
310.833,0.01,59.976,153.6079,3.21867088173065,-31.82539,1.0609336,0.04,59.976,-24.34956,6.88468112360832,-23.97182,1.0687348,0.01,59.976,-40.04521,1.91896333841686,-31.64858,1.0618332,0.04,59.976,-22.57253,4.03023801004891,-29.00244,1.0629538,0.01,59.976,130.9368,2.34020935314787,-31.04352,1.0601734,0.01,59.976,-29.19612,6.4809599989483,-31.18643,1.0606838,0.03,59.976,-9.785507,2.02949069660026,-30.3907,1.0630022,5.877472e-39,59.973,-150.0803,5.62138327146781,16.5874,1.00857725490196,5.877472e-39,59.976,-39.30029,1.55444891583698,-35.14171,1.0523134,5.877472e-39,59.973,15.63308,15.2161059218535,16.34904,1.00778901960784,0.01,59.975,144.3007,7.35009529995773,-31.74616,1.0614078,0.02,59.976,138.6346,4.53336586068232,-29.8698,1.0546896,0.03,59.976,149.528,4.00143400511904,-30.53705,1.0641586
310.867,5.877472e-39,59.976,153.3885,3.2171726577821,-32.1219,1.0608244,5.877472e-39,59.976,-24.55365,6.88080565992639,-24.26881,1.068389,5.877472e-39,59.976,-40.14479,1.91185586792801,-31.94481,1.061707,5.877472e-39,59.976,-22.76181,4.02939103720401,-29.29839,1.0627282,5.877472e-39,59.976,130.8289,2.33371156454327,-31.34194,1.06005,5.877472e-39,59.976,-29.45727,6.47635014572396,-31.48143,1.060607,5.877472e-39,59.976,-10.00626,2.02879268012481,-30.68823,1.0628156,5.877472e-39,59.973,-150.3438,5.62138327146781,16.26083,1.00864196078431,5.877472e-39,59.976,-39.4919,1.55249602855144,-35.43918,1.0523052,5.877472e-39,59.973,15.30554,15.2003779478929,16.01824,1.0078062745098,5.877472e-39,59.976,143.9537,7.35447565645007,-32.04253,1.0612912,5.877472e-39,59.976,138.4572,4.52280901101019,-30.1682,1.0545474,5.877472e-39,59.976,149.3173,3.99738620238175,-30.83427,1.0639862
310.9,-0.02,59.975,153.1149,3.22036915754747,-32.42522,1.0608338,-0.04,59.975,-24.83356,6.87061946912707,-24.57886,1.0684092,-0.03,59.975,-40.6707,1.91150079751245,-32.2496,1.0617602,-0.05,59.974,-23.0457,4.01895196698679,-29.61026,1.0627586,-0.03,59.975,130.4269,2.33064063846145,-31.64723,1.0600438,-0.03,59.975,-29.74356,6.47666884307255,-31.78658,1.0606146,-0.03,59.975,-10.32863,2.02389011031398,-30.99632,1.0628658,5.877472e-39,59.973,-150.6131,5.62138327146781,15.93423,1.00857725490196,-0.02,59.975,-39.87654,1.5486413494792,-35.74005,1.052297,5.877472e-39,59.973,14.98868,15.1821456882721,15.6953,1.00781294117647,-0.03,59.975,143.6244,7.35403917964657,-32.34743,1.0613542,-0.03,59.975,138.19,4.51582971228109,-30.4722,1.0546136,-0.04,59.975,148.9926,3.98476821224861,-31.14023,1.0639904
310.933,5.877472e-39,59.975,152.9492,3.21431823805123,-32.73012,1.0607802,5.877472e-39,59.974,-25.14079,6.86514878665137,-24.89069,1.0682684,-0.01,59.974,-40.77299,1.90442970009055,-32.55595,1.0617504,5.877472e-39,59.974,-23.28867,4.01082258652147,-29.92158,1.0626664,5.877472e-39,59.975,130.0476,2.32222027346045,-31.95076,1.0600068,5.877472e-39,59.975,-30.07236,6.47437907190494,-32.09149,1.060498,5.877472e-39,59.974,-10.34665,2.03171291778637,-31.30406,1.0627924,5.877472e-39,59.973,-150.8767,5.61289122554414,15.60192,1.00851241830065,5.877472e-39,59.975,-40.26309,1.54485768449006,-36.04285,1.0522268,5.877472e-39,59.973,14.63724,15.1734403143107,15.36201,1.00766718954248,5.877472e-39,59.975,143.2554,7.35165414568454,-32.65218,1.0612928,5.877472e-39,59.975,137.922,4.50894827442262,-30.77904,1.0545218,5.877472e-39,59.974,148.7338,3.97907842534575,-31.44765,1.0639312
310.967,-0.01,59.974,152.5926,3.21463953347603,-33.03836,1.0607256,5.877472e-39,59.974,-25.37221,6.86617935688187,-25.20351,1.0680632,5.877472e-39,59.974,-40.9308,1.9026093146918,-32.86391,1.0616784,-0.01,59.974,-23.49005,4.00496652274108,-30.23436,1.0625116,-0.01,59.974,129.8011,2.3148400049694,-32.26091,1.0599354,-0.01,59.974,-30.33437,6.47022214996678,-32.40323,1.0605018,-0.01,59.974,-10.55016,2.02326570599786,-31.61511,1.0627168,5.877472e-39,59.973,-151.1632,5.61289122554414,15.2696,1.00857725490196,-0.01,59.975,-40.77843,1.53407307013674,-36.35062,1.0522216,5.877472e-39,59.973,14.34172,15.1561223177087,15.03126,1.00778470588235,5.877472e-39,59.974,142.9827,7.34878760159802,-32.96027,1.0612302,-0.01,59.974,137.6318,4.5074552466265,-31.08592,1.05446,5.877472e-39,59.974,148.4997,3.97021811943963,-31.76164,1.0638376
311,5.877472e-39,59.974,152.236,3.21508467053358,-33.34497,1.0607938,0.01,59.974,-25.73224,6.87022629359376,-25.50748,1.0682558,0.01,59.975,-41.30101,1.90426775334005,-33.16693,1.0617604,0.01,59.974,-23.85988,4.00891300050612,-30.5379,1.0626442,5.877472e-39,59.974,129.3498,2.32301615080653,-32.56447,1.0599586,5.877472e-39,59.974,-30.68774,6.47315364595859,-32.70662,1.060539,0.01,59.974,-11.00909,2.02993843173401,-31.91963,1.0627376,5.877472e-39,59.973,-151.5642,5.62138327146781,14.95447,1.00857725490196,5.877472e-39,59.974,-40.9744,1.53225528281419,-36.65689,1.0521832,5.877472e-39,59.973,14.03474,15.1482649558227,14.71093,1.00775150326797,5.877472e-39,59.974,142.6132,7.34693257518311,-33.26674,1.0612908,5.877472e-39,59.974,137.3204,4.51137660965483,-31.39134,1.0545224,0.01,59.974,148.2105,3.97621274728463,-32.06256,1.063905
311.033,0.01,59.975,151.9635,3.21858947534269,-33.64822,1.060769,0.03,59.975,-26.09183,6.87454516228243,-25.79996,1.068289,5.877472e-39,59.975,-41.56505,1.91302327017231,-33.4749,1.0617492,0.02,59.975,-24.18613,4.01518908660735,-30.83594,1.062626,0.01,59.975,129.171,2.3330776339477,-32.86632,1.0599502,5.877472e-39,59.975,-30.97401,6.47416689568102,-33.00661,1.0604828,0.01,59.975,-11.34778,2.0330699795941,-32.21912,1.0627594,5.877472e-39,59.973,-151.9023,5.62138327146781,14.62789,1.00857725490196,5.877472e-39,59.975,-41.49973,1.53919474437472,-36.96318,1.052175,5.877472e-39,59.973,13.68205,15.1411231041253,14.38539,1.0077508496732,5.877472e-39,59.975,142.3566,7.33932540803627,-33.56985,1.0612584,0.01,59.975,136.9422,4.51381014103947,-31.69137,1.0544324,5.877472e-39,59.975,147.8502,3.9838493592952,-32.36499,1.0639086
311.067,-0.02,59.974,151.7435,3.21744545578429,-33.95654,1.0606514,-0.02,59.975,-26.2971,6.87141707852396,-26.11286,1.0679278,-0.01,59.974,-41.67056,1.90600673235085,-33.78456,1.0616762,-0.02,59.975,-24.41933,4.01256329758307,-31.1452,1.062443,-0.01,59.974,128.9229,2.32585151797852,-33.17978,1.0597852,-0.03,59.974,-31.19351,6.47314844980617,-33.32161,1.0603936,-0.02,59.975,-11.56857,2.03258500536798,-32.53006,1.0626218,5.877472e-39,59.973,-152.3434,5.62138327146781,14.3013,1.00877150326797,-0.01,59.974,-41.43394,1.53393277402132,-37.27495,1.05208,5.877472e-39,59.973,13.36342,15.1372805494087,14.06269,1.00801098039216,-0.02,59.974,142.0267,7.34006845783272,-33.88301,1.0611644,-0.01,59.975,136.7398,4.50898637954039,-32.00314,1.054335,-0.02,59.975,147.6842,3.9819518976355,-32.6739,1.0637244
311.1,5.877472e-39,59.974,151.5233,3.2163490676231,-34.2699,1.0605966,-0.01,59.974,-26.59218,6.87457807124777,-26.42593,1.0678472,-0.01,59.974,-42.03943,1.90782365364799,-34.09589,1.0616962,-0.01,59.974,-24.75702,4.01390563695894,-31.4614,1.0623792,5.877472e-39,59.974,128.5376,2.31783905094271,-33.49166,1.0597442,5.877472e-39,59.974,-31.56607,6.46915520666932,-33.63165,1.0603052,-0.01,59.974,-11.68541,2.03627167551189,-32.84607,1.0625456,0.01,59.974,-152.5726,5.64261139874868,14.00337,1.00857725490196,5.877472e-39,59.974,-42.02551,1.52871323891271,-37.58328,1.0520424,0.01,59.974,13.05562,15.1308144573339,13.76296,1.00779032679739,5.877472e-39,59.974,141.6566,7.33900411261146,-34.19286,1.0611322,-0.01,59.974,136.5169,4.50953976977341,-32.31497,1.054269,-0.01,59.974,147.327,3.98154399967032,-32.9863,1.0636942
311.133,5.877472e-39,59.974,151.1161,3.22191847699484,-34.58152,1.0606656,0.02,59.974,-26.9897,6.87651883417765,-26.73381,1.0680274,5.877472e-39,59.974,-42.24899,1.91140466869263,-34.41054,1.0617176,0.01,59.974,-25.05121,4.01750570456247,-31.76953,1.0625064,5.877472e-39,59.974,128.2463,2.32170931847222,-33.80185,1.0598272,5.877472e-39,59.974,-31.85236,6.47066468894811,-33.94502,1.0603718,0.01,59.974,-12.02197,2.03954351948739,-33.15717,1.0626252,5.877472e-39,59.974,-152.8133,5.62987531739148,13.67105,1.00851241830065,5.877472e-39,59.974,-42.48486,1.53061589672483,-37.89653,1.0520732,5.877472e-39,59.974,12.73665,15.1278994158247,13.43199,1.00770379084967,5.877472e-39,59.974,141.3425,7.33509314188797,-34.5043,1.0611934,5.877472e-39,59.974,136.2067,4.51393571472302,-32.63026,1.0543566,0.01,59.974,146.9932,3.98626730222256,-33.30035,1.063757
311.167,5.877472e-39,59.974,150.7607,3.22287889916764,-34.89824,1.0606448,-0.01,59.974,-27.28421,6.88010764345094,-27.04889,1.0680678,-0.01,59.974,-42.61623,1.91334543162252,-34.72855,1.061742,-0.01,59.974,-25.38824,4.01910871758488,-32.08571,1.0625062,-0.02,59.974,127.8206,2.32487810542467,-34.12206,1.0598508,-0.01,59.974,-32.20486,6.47465273593254,-34.26007,1.0603782,5.877472e-39,59.974,-12.46254,2.03878834533529,-33.46988,1.0626438,5.877472e-39,59.974,-153.1857,5.62562863192021,13.35592,1.00851241830065,5.877472e-39,59.974,-42.74489,1.53425406944613,-38.21324,1.0521098,5.877472e-39,59.974,12.40673,15.128588425636,13.1141,1.00768901960784,-0.01,59.974,140.9877,7.32941461331536,-34.82088,1.0611646,-0.01,59.974,135.8293,4.51694775107738,-32.94542,1.054322,-0.01,59.974,146.6839,3.98781921974614,-33.61606,1.0637594
311.2,-0.01,59.974,150.4055,3.22396316297317,-35.21497,1.0606566,5.877472e-39,59.974,-27.55362,6.87919398664994,-27.36392,1.0681406,5.877472e-39,59.974,-42.98271,1.91536500286414,-35.04495,1.0617362,5.877472e-39,59.974,-25.76859,4.01876750357579,-32.40189,1.0625386,5.877472e-39,59.974,127.5315,2.32889559727283,-34.43726,1.0598752,5.877472e-39,59.974,-32.53429,6.47395991560951,-34.5751,1.0604164,5.877472e-39,59.974,-12.68294,2.03845579158023,-33.78755,1.0627254,0.01,59.974,-153.6097,5.62987531739148,13.04653,1.00870666666667,-0.01,59.974,-42.94304,1.53261728143297,-38.53203,1.0520892,0.01,59.974,12.11034,15.1263226433721,12.80971,1.00792535947712,5.877472e-39,59.974,140.6576,7.33116658270722,-35.13902,1.061231,5.877472e-39,59.974,135.5204,4.52163727863887,-33.26228,1.0543808,5.877472e-39,59.974,146.3273,3.98784520050826,-33.93338,1.063856
311.233,5.877472e-39,59.974,150.1001,3.22036915754747,-35.52829,1.0607294,5.877472e-39,59.974,-27.97504,6.88663920704628,-27.67267,1.0683194,5.877472e-39,59.974,-43.3484,1.91746251639211,-35.3629,1.0618256,5.877472e-39,59.974,-26.12021,4.02887228798714,-32.71312,1.062728,5.877472e-39,59.974,127.1081,2.33227915852541,-34.75245,1.0599314,5.877472e-39,59.974,-32.84248,6.48095307074507,-34.89349,1.0604576,5.877472e-39,59.974,-13.23761,2.04168000415852,-34.10353,1.0627774,0.03,59.974,-153.8618,5.63412067784388,12.74286,1.00857725490196,5.877472e-39,59.973,-43.39999,1.53471566098634,-38.84734,1.052126,0.03,59.974,11.79369,15.1367902924276,12.50435,1.00773267973856,5.877472e-39,59.974,140.3985,7.3246869806361,-35.45557,1.0612674,5.877472e-39,59.974,135.0581,4.52891708818308,-33.57744,1.0544102,5.877472e-39,59.974,145.972,3.9962984744746,-34.24567,1.0639532
311.267,0.02,59.974,149.7815,3.22925717626651,-35.83511,1.060736,0.05,59.975,-28.2928,6.89555667062905,-27.96716,1.0683684,0.02,59.974,-43.60115,1.92652547224271,-35.67094,1.0618788,0.04,59.975,-26.49902,4.04221254330704,-33.00917,1.0627036,0.02,59.974,126.9563,2.33710811617691,-35.05766,1.059953,0.03,59.974,-33.17162,6.48067507659046,-35.19856,1.060493,0.03,59.974,-13.4637,2.04929929566102,-34.40285,1.0628568,-0.02,59.974,-154.2056,5.62138327146781,12.42774,1.00851241830065,0.02,59.974,-43.71507,1.5437907411926,-39.15424,1.0521792,-0.02,59.974,11.45342,15.1420903678988,12.18897,1.00776039215686,0.02,59.974,140.1241,7.32356807581441,-35.76224,1.061267,0.02,59.974,134.8006,4.54071581828424,-33.88082,1.0545006,0.04,59.974,145.6906,4.01144352673598,-34.54641,1.0639542
311.3,5.877472e-39,59.974,149.4759,3.22585023232802,-36.14532,1.0607454,5.877472e-39,59.975,-28.58572,6.89994828545164,-28.27422,1.0683006,5.877472e-39,59.974,-43.80569,1.93029441479998,-35.97931,1.0618084,5.877472e-39,59.975,-26.78945,4.0464370152267,-33.31519,1.062615,5.877472e-39,59.974,126.805,2.34195266228568,-35.36627,1.0599758,5.877472e-39,59.974,-33.52266,6.48557851242669,-35.50885,1.0604384,5.877472e-39,59.975,-13.90671,2.05678608527674,-34.70901,1.062752,0.02,59.974,-154.6639,5.62987531739148,12.12979,1.00877150326797,5.877472e-39,59.974,-43.96992,1.54757700425795,-39.4655,1.052085,0.01,59.974,11.15873,15.1471254395964,11.89224,1.00793843137255,5.877472e-39,59.974,139.8087,7.32073444069323,-36.0757,1.0612408,5.877472e-39,59.974,134.5119,4.54046813501876,-34.19098,1.0544062,5.877472e-39,59.975,145.291,4.01858910234261,-34.85384,1.0639262
311.333,-0.04,59.974,149.2557,3.22524401454537,-36.46771,1.0606124,-0.06,59.973,-28.8306,6.8950206009041,-28.60025,1.0680478,-0.04,59.973,-44.1226,1.92722868487058,-36.30624,1.0616936,-0.07,59.973,-26.99373,4.04145217300251,-33.64456,1.0624964,-0.04,59.973,126.4154,2.33452303034662,-35.69029,1.0598244,-0.04,59.973,-33.76424,6.47823115290098,-35.83089,1.060393,-0.06,59.973,-14.23318,2.05267073255795,-35.0386,1.0626278,0.02,59.975,-154.9103,5.63836603829628,11.84332,1.00864196078431,-0.03,59.974,-44.16762,1.54605366557269,-39.78998,1.05208,0.01,59.975,10.81012,15.1626281603495,11.59959,1.00777241830065,-0.03,59.974,139.4641,7.32858842508015,-36.3945,1.0611282,-0.05,59.973,134.2403,4.53495588332367,-34.51634,1.0542862,-0.05,59.973,145.0999,4.01228876753007,-35.18152,1.0637546
311.367,-0.01,59.973,148.9492,3.22199468723037,-36.79652,1.0606124,-0.02,59.972,-29.09171,6.88260526071545,-28.93468,1.0678174,-0.01,59.973,-44.23658,1.92037582585044,-36.6313,1.061704,-0.02,59.972,-27.21422,4.03140541229321,-33.97569,1.0623206,-0.01,59.973,126.1592,2.327791414883,-36.01933,1.059742,-0.01,59.973,-34.09349,6.47855244832578,-36.15825,1.0602626,-0.01,59.973,-14.34146,2.04869827403079,-35.36827,1.062539,5.877472e-39,59.975,-155.1968,5.62987531739148,11.53391,1.00864196078431,-0.01,59.973,-44.36568,1.54454937944632,-40.11317,1.0520438,5.877472e-39,59.975,10.52649,15.1653046984625,11.29714,1.00782732026144,-0.01,59.973,139.1345,7.33146189736991,-36.71974,1.0611478,-0.01,59.973,133.9851,4.5241600106401,-34.84337,1.0542626,-0.01,59.972,144.8824,4.00111877187206,-35.51422,1.0636522
311.4,5.877472e-39,59.973,148.6894,3.2139683637881,-37.12585,1.0604936,-0.01,59.972,-29.37733,6.8751098108457,-29.27243,1.0675882,5.877472e-39,59.973,-44.55579,1.91738977025819,-36.96028,1.0615674,-0.01,59.972,-27.50859,4.0225468384379,-34.31525,1.0621828,5.877472e-39,59.973,125.9014,2.32110569876578,-36.34841,1.0596944,5.877472e-39,59.973,-34.33595,6.47147875282767,-36.48717,1.0602298,5.877472e-39,59.972,-14.56096,2.04862292982066,-35.69983,1.0623936,5.877472e-39,59.975,-155.5749,5.63836603829628,11.24744,1.00870666666667,5.877472e-39,59.973,-44.70857,1.53624073172241,-40.43993,1.0520178,0.01,59.975,10.25706,15.1770708660084,11.00788,1.00793986928105,-0.01,59.973,138.8051,7.33457958882353,-37.05035,1.0610844,5.877472e-39,59.973,133.7454,4.50806406248536,-35.17223,1.0541822,5.877472e-39,59.972,144.6155,3.98846440867196,-35.84358,1.063614
311.433,0.01,59.973,148.4683,3.21353275301,-37.45038,1.0603724,0.01,59.972,-29.62363,6.87059002426335,-29.60282,1.0671582,5.877472e-39,59.973,-44.67189,1.91056635610177,-37.28447,1.061429,0.02,59.972,-27.64215,4.01659551186309,-34.63683,1.0618592,0.01,59.973,125.7928,2.30949749425346,-36.66965,1.0595192,5.877472e-39,59.973,-34.57895,6.46452110473367,-36.81169,1.0600418,5.877472e-39,59.973,-14.67009,2.0446721219286,-36.02504,1.0621862,0.02,59.975,-155.7583,5.63836603829628,10.94951,1.00857725490196,0.01,59.973,-44.85429,1.52942770987084,-40.75836,1.0520066,0.01,59.975,9.940948,15.1842524682719,10.70955,1.00776888888889,5.877472e-39,59.973,138.3802,7.33969520088368,-37.36782,1.0610084,0.01,59.973,133.6249,4.50004553327172,-35.49802,1.0540104,0.01,59.973,144.4704,3.98385455544762,-36.16695,1.0633586
311.467,5.877472e-39,59.973,148.0725,3.20790618596161,-37.77434,1.060439,0.01,59.973,-30.01373,6.86266069566629,-29.93547,1.0673794,5.877472e-39,59.973,-45.03645,1.91302327017231,-37.60954,1.0615422,5.877472e-39,59.973,-27.9666,4.01102870056757,-34.97299,1.0619772,5.877472e-39,59.973,125.2443,2.30736274163313,-36.99683,1.0596312,5.877472e-39,59.973,-35.01875,6.46570236338443,-37.13724,1.0601052,5.877472e-39,59.973,-14.89003,2.04464181103947,-36.35294,1.0622934,5.877472e-39,59.975,-156.0906,5.64261139874868,10.65156,1.00857725490196,5.877472e-39,59.973,-45.30927,1.53193312136398,-41.08389,1.0519832,5.877472e-39,59.975,9.6477,15.1913413192145,10.41435,1.00775843137255,5.877472e-39,59.973,138.0515,7.34336628257033,-37.69504,1.0610402,5.877472e-39,59.973,133.1799,4.50312425358217,-35.82509,1.05409,5.877472e-39,59.973,144.1086,3.9765730138526,-36.49788,1.0634532
311.5,-0.01,59.973,147.8509,3.20760307707028,-38.09892,1.0603862,-0.01,59.972,-30.30681,6.86810972750691,-30.26201,1.0673028,5.877472e-39,59.973,-45.51931,1.90879187004942,-37.93723,1.061446,5.877472e-39,59.972,-28.29195,4.00559179308261,-35.30103,1.061973,-0.01,59.973,124.844,2.30037045252297,-37.32303,1.0595604,-0.01,59.973,-35.26268,6.45907207289306,-37.46331,1.060049,5.877472e-39,59.973,-15.33119,2.0368233336941,-36.68123,1.0622812,5.877472e-39,59.975,-156.4401,5.64685808421995,10.37081,1.0084477124183,5.877472e-39,59.973,-45.51024,1.53053535636228,-41.40822,1.051928,5.877472e-39,59.975,9.332201,15.1994106841194,10.13189,1.00770954248366,-0.01,59.973,137.7513,7.35425568599751,-38.01942,1.0609788,5.877472e-39,59.973,132.8513,4.49146668562183,-36.14754,1.0540146,-0.01,59.973,143.7945,3.97094125065179,-36.82434,1.063393
311.533,5.877472e-39,59.973,147.3651,3.19966162411758,-38.42143,1.0604566,0.01,59.973,-30.65739,6.86345743903778,-30.59082,1.067475,5.877472e-39,59.973,-45.84236,1.90604656951942,-38.25943,1.0614996,5.877472e-39,59.973,-28.74596,4.00784345913245,-35.62566,1.0620314,0.01,59.973,124.5684,2.29945939379819,-37.64725,1.0596136,0.01,59.973,-35.63754,6.4580761436787,-37.78877,1.060181,5.877472e-39,59.973,-15.66362,2.0330015635872,-37.00609,1.062331,5.877472e-39,59.975,-156.7094,5.64261139874868,10.07288,1.00831803921569,5.877472e-39,59.973,-46.11533,1.52645464465964,-41.73375,1.0519722,5.877472e-39,59.975,9.004611,15.205267267515,9.832922,1.00752745098039,0.01,59.973,137.4778,7.35475798073171,-38.34177,1.0610412,5.877472e-39,59.973,132.4212,4.48959780280046,-36.47302,1.0540992,5.877472e-39,59.973,143.2966,3.97607678129623,-37.14886,1.0634578
